Sent,Word,Tag
sent: 0,Rahul,B-Per
sent: 0,Gandhi,I-Per
sent: 0,ne,Other
sent: 0,parliament,B-Org
sent: 0,mein,Other
sent: 0,speech,Other
sent: 0,di,Other
sent: 0,aur,Other
sent: 0,BJP,B-Org
sent: 0,ko,Other
sent: 0,criticize,Other
sent: 0,kiya,Other
sent: 1,Mumbai,B-Loc
sent: 1,mein,Other
sent: 1,baarish,Other
sent: 1,ho,Other
sent: 1,rahi,Other
sent: 1,hai,Other
sent: 1,aur,Other
sent: 1,sab,Other
sent: 1,log,Other
sent: 1,office,B-Org
sent: 1,nahi,Other
sent: 1,ja,Other
sent: 1,paye,Other
sent: 2,Diwali,B-Cul
sent: 2,ke,Other
sent: 2,liye,Other
sent: 2,hamne,Other
sent: 2,Sharma,B-Per
sent: 2,uncle,B-Kin
sent: 2,ke,Other
sent: 2,ghar,Other
sent: 2,jana,Other
sent: 2,hai,Other
sent: 3,yaar,B-Par
sent: 3,tu,Other
sent: 3,Delhi,B-Loc
sent: 3,se,Other
sent: 3,kab,Other
sent: 3,wapas,Other
sent: 3,aa,Other
sent: 3,raha,Other
sent: 3,hai,Other
sent: 4,Hanuman,B-Rel
sent: 4,Chalisa,I-Rel
sent: 4,ka,Other
sent: 4,path,Other
sent: 4,karte,Other
sent: 4,time,Other
sent: 4,mummy,B-Kin
sent: 4,ji,B-Par
sent: 4,ne,Other
sent: 4,mujhe,Other
sent: 4,dekha,Other
sent: 5,Google,B-Org
sent: 5,India,I-Org
sent: 5,ke,Other
sent: 5,CEO,Other
sent: 5,Sundar,B-Per
sent: 5,Pichai,I-Per
sent: 5,ne,Other
sent: 5,nayi,Other
sent: 5,technology,Other
sent: 5,launch,Other
sent: 5,ki,Other
sent: 6,Taj,B-Loc
sent: 6,Mahal,I-Loc
sent: 6,Agra,B-Loc
sent: 6,mein,Other
sent: 6,hai,Other
sent: 6,aur,Other
sent: 6,bahut,Other
sent: 6,tourists,Other
sent: 6,wahan,Other
sent: 6,jaate,Other
sent: 6,hain,Other
sent: 7,chacha,B-Kin
sent: 7,ji,B-Par
sent: 7,aur,Other
sent: 7,bua,B-Kin
sent: 7,ji,B-Par
sent: 7,kal,Other
sent: 7,Kolkata,B-Loc
sent: 7,se,Other
sent: 7,aa,Other
sent: 7,rahe,Other
sent: 7,hain,Other
sent: 8,Karwa,B-Cul
sent: 8,Chauth,I-Cul
sent: 8,par,Other
